"ilce","yil","sandik","secmen","oykullanan","gecerlioy","il"
"Altıntaş",2002,76,14639,13191,12694,43
"Altıntaş",1999,86,14062,13345,12803,43
"Altıntaş",1995,69,14025,12874,12619,43
"Altıntaş",1991,58,14012,12749,12294,43
"Aslanapa",2011,49,8528,7970,7845,43
"Aslanapa",2007,44,8961,8422,8312,43
"Aslanapa",2002,52,9212,8492,8291,43
"Aslanapa",1999,59,9159,8679,8381,43
"Aslanapa",1995,51,9439,8742,8593,43
"Aslanapa",1991,45,9738,8896,8634,43
"Çavdarhisar",2011,38,6640,6029,5837,43
"Çavdarhisar",2007,34,7171,6523,6340,43
"Çavdarhisar",2002,40,7363,6597,6263,43
"Çavdarhisar",1999,44,6770,6402,6075,43
"Çavdarhisar",1995,30,6543,6007,5847,43
"Çavdarhisar",1991,30,7227,6157,5822,43
"Domaniç",2011,62,13344,12078,11792,43
"Domaniç",2007,58,14382,13229,12983,43
"Domaniç",2002,75,14933,13563,13032,43
"Domaniç",1999,82,14115,13360,12725,43
"Domaniç",1995,69,14675,13677,13357,43
"Domaniç",1991,52,13650,12792,12402,43
"Dumlupınar",2011,16,2488,2192,2139,43
"Dumlupınar",2007,14,2589,2344,2276,43
"Dumlupınar",2002,18,2731,2354,2185,43
"Dumlupınar",1999,20,2700,2530,2400,43
"Dumlupınar",1995,16,2936,2625,2540,43
"Dumlupınar",1991,15,3230,2752,2605,43
"Emet",2011,90,17464,15972,15629,43
"Emet",2007,85,18540,17177,16834,43
"Emet",2002,97,19369,17514,16863,43
"Emet",1999,118,20007,19080,18118,43
"Emet",1995,96,20088,18522,17919,43
"Emet",1991,87,20455,18277,17451,43
"Gediz",2011,188,39226,36119,35289,43
"Gediz",2007,168,39674,37102,36507,43
"Gediz",2002,192,39538,35579,34240,43
"Gediz",1999,226,38023,35566,33912,43
"Gediz",1995,160,36696,34268,33477,43
"Gediz",1991,144,35217,32205,31002,43
"Hisarcık",2011,53,10751,9518,9302,43
"Hisarcık",2007,48,10830,9853,9621,43
"Hisarcık",2002,61,11057,9875,9403,43
"Hisarcık",1999,67,10806,10219,9741,43
"Hisarcık",1995,47,10273,9535,9298,43
"Hisarcık",1991,39,9514,8592,8264,43
"Pazarlar",2011,24,4501,4021,3875,43
"Pazarlar",2007,25,5151,4544,4422,43
"Pazarlar",2002,30,5650,4400,4174,43
"Pazarlar",1999,34,5792,5402,5151,43
"Pazarlar",1995,27,5386,4855,4740,43
"Pazarlar",1991,25,6461,5895,5654,43
"Simav",2011,249,53618,47450,45890,43
"Simav",2007,234,53458,48034,47005,43
"Simav",2002,263,54653,47798,45488,43
"Simav",1999,310,53818,49973,47438,43
"Simav",1995,250,51372,47101,45618,43
"Simav",1991,180,46194,42756,40762,43
"Şaphane",2011,29,5783,5185,4991,43
"Şaphane",2007,28,5931,5533,5400,43
"Şaphane",2002,35,6377,5711,5417,43
"Şaphane",1999,40,6574,6249,5853,43
"Şaphane",1995,32,6571,6038,5868,43
"Şaphane",1991,25,6356,5791,5527,43
"Tavşanlı",2011,330,76259,70802,69409,43
"Tavşanlı",2007,282,71375,67009,65783,43
"Tavşanlı",2002,308,69923,64371,62254,43
"Tavşanlı",1999,375,65865,62418,59441,43
"Tavşanlı",1995,281,63349,59672,58324,43
"Tavşanlı",1991,214,57815,54008,52401,43
"Merkez",2011,1145,315390,275995,272135,44
"Merkez",2007,904,268779,203695,201178,44
"Merkez",2002,877,243498,176492,171117,44
"Merkez",1999,1199,212351,170691,160752,44
"Merkez",1995,675,191426,154359,148179,44
"Merkez",1991,573,161536,125367,121868,44
"Akçadağ",2011,121,21524,19207,19025,44
"Akçadağ",2007,121,28174,22744,22514,44
"Akçadağ",2002,128,28483,22171,21707,44
"Akçadağ",1999,160,27588,24384,23654,44
"Akçadağ",1995,114,25832,21418,20935,44
"Akçadağ",1991,108,27082,22791,22401,44
"Arapgir",2011,73,8368,7116,6993,44
"Arapgir",2007,69,9173,7611,7462,44
"Arapgir",2002,72,9238,6991,6789,44
"Arapgir",1999,70,8407,7362,7114,44
"Arapgir",1995,71,9170,7224,6991,44
"Arapgir",1991,70,11091,8116,7878,44
"Arguvan",2011,56,6473,5596,5526,44
"Arguvan",2007,54,7053,5907,5862,44
"Arguvan",2002,55,7424,5567,5452,44
"Arguvan",1999,58,7253,6374,6019,44
"Arguvan",1995,57,7976,6249,6035,44
"Arguvan",1991,55,9804,7283,6989,44
"Battalgazi",2011,82,19188,17699,17475,44
"Battalgazi",2007,70,18523,16138,15995,44
"Battalgazi",2002,64,15635,13070,12878,44
"Battalgazi",1999,82,14721,13252,12713,44
"Battalgazi",1995,48,12512,10962,10641,44
"Battalgazi",1991,42,10358,8672,8449,44
"Darende",2011,120,21278,17442,17223,44
"Darende",2007,120,24088,18500,18305,44
"Darende",2002,134,27940,16690,16365,44
"Darende",1999,177,25495,20276,19515,44
"Darende",1995,120,21873,15632,15160,44
"Darende",1991,95,21531,16144,15616,44
"Doğanşehir",2011,123,28974,24931,24421,44
"Doğanşehir",2007,113,29709,23730,23344,44
"Doğanşehir",2002,123,30135,21500,20755,44
"Doğanşehir",1999,172,29137,25306,24088,44
"Doğanşehir",1995,99,26049,20342,19664,44
"Doğanşehir",1991,80,24933,20399,19729,44
"Doğanyol",2011,22,3369,2630,2590,44
"Doğanyol",2007,20,3132,2459,2422,44
"Doğanyol",2002,21,3185,2255,2191,44
"Doğanyol",1999,24,3200,2754,2622,44
"Doğanyol",1995,22,3619,2616,2535,44
"Doğanyol",1991,21,4393,3384,3258,44
"Hekimhan",2011,108,17998,15516,15296,44
"Hekimhan",2007,101,18370,16031,15784,44
"Hekimhan",2002,116,20983,16802,16325,44
"Hekimhan",1999,140,20175,18330,17490,44
"Hekimhan",1995,115,21297,17193,16615,44
"Hekimhan",1991,103,21709,18172,17613,44
"Kale",2011,33,4715,4796,4381,44
"Kale",2007,32,5702,4694,4673,44
"Kale",2002,35,6014,4481,4420,44
"Kale",1999,42,5784,4904,4737,44
"Kale",1995,31,5393,4296,4234,44
"Kale",1991,28,5446,4299,4190,44
"Kuluncak",2011,41,6336,5419,5344,44
"Kuluncak",2007,36,6890,5665,5593,44
"Kuluncak",2002,42,7508,5027,4907,44
"Kuluncak",1999,47,7034,6015,5787,44
"Kuluncak",1995,36,6154,4670,4554,44
"Kuluncak",1991,29,7181,5303,5087,44
"Pütürge",2011,93,13589,10446,10343,44
"Pütürge",2007,92,13385,10821,10719,44
"Pütürge",2002,98,16579,10701,10469,44
"Pütürge",1999,114,16014,13872,13357,44
"Pütürge",1995,97,16573,11841,11646,44
"Pütürge",1991,89,16902,13271,12917,44
"Yazıhan",2011,54,11080,9311,9222,44
"Yazıhan",2007,48,11000,9486,9416,44
"Yazıhan",2002,56,10651,8362,8206,44
"Yazıhan",1999,60,9709,8783,8461,44
"Yazıhan",1995,37,8411,7147,6988,44
"Yazıhan",1991,36,7923,6516,6366,44
"Yeşilyurt",2011,108,25041,22327,21966,44
"Yeşilyurt",2007,88,22806,19415,19140,44
"Yeşilyurt",2002,100,22692,17072,16430,44
"Yeşilyurt",1999,116,19556,16798,15993,44
"Yeşilyurt",1995,74,16595,14112,13410,44
"Yeşilyurt",1991,61,15159,13128,12707,44
"Merkez",2011,897,242169,220957,216701,45
"Merkez",2007,666,193667,174876,170596,45
"Merkez",2002,733,189344,159807,154441,45
"Merkez",1999,950,166344,149641,143092,45
"Merkez",1995,545,148089,133258,128893,45
"Merkez",1991,423,120042,110352,106915,45
"Ahmetli",2011,50,11746,10857,10627,45
"Ahmetli",2007,46,12207,11035,10854,45
"Ahmetli",2002,58,12532,11054,10681,45
"Ahmetli",1999,65,12046,11340,10780,45
"Ahmetli",1995,48,11767,10916,10559,45
"Ahmetli",1991,41,11348,10502,10255,45
"Akhisar",2011,467,119775,108994,106657,45
"Akhisar",2007,389,108534,98766,96440,45
"Akhisar",2002,416,105878,93339,89634,45
"Akhisar",1999,550,102642,95451,91371,45
"Akhisar",1995,384,99208,90920,88366,45
"Akhisar",1991,315,91087,84572,81716,45
"Alaşehir",2011,297,71767,66567,64571,45
"Alaşehir",2007,248,66294,60963,59135,45
"Alaşehir",2002,296,63706,57193,54607,45
"Alaşehir",1999,352,61909,58083,55135,45
"Alaşehir",1995,250,58934,54884,53054,45
"Alaşehir",1991,213,53051,49513,48034,45
"Demirci",2011,184,36223,33287,32486,45
"Demirci",2007,166,36204,33205,32596,45
"Demirci",2002,203,38259,33735,32797,45
"Demirci",1999,222,36521,33769,32437,45
"Demirci",1995,177,37217,34476,33783,45
"Demirci",1991,151,33768,31660,30903,45
"Gölmarmara",2011,48,11044,10097,9878,45
"Gölmarmara",2007,43,11059,9869,9634,45
"Gölmarmara",2002,47,11122,9768,9415,45
"Gölmarmara",1999,60,10872,10213,9519,45
"Gölmarmara",1995,44,10320,9317,9020,45
"Gölmarmara",1991,31,8776,7961,7719,45
"Gördes",2011,115,24055,22120,21376,45
"Gördes",2007,102,25611,23799,23146,45
"Gördes",2002,121,27151,25151,24077,45
"Gördes",1999,143,26464,25372,23966,45
"Gördes",1995,122,25967,24430,23587,45
"Gördes",1991,86,23131,21837,21006,45
"Kırkağaç",2011,124,29946,27679,27007,45
"Kırkağaç",2007,111,28818,26185,25507,45
"Kırkağaç",2002,121,29158,26329,25505,45
"Kırkağaç",1999,150,28278,26521,25102,45
"Kırkağaç",1995,120,28422,26383,25583,45
"Kırkağaç",1991,97,26933,24490,23794,45
"Köprübaşı",2011,49,7743,7132,6948,45
"Köprübaşı",2007,44,7822,7036,6827,45
"Köprübaşı",2002,51,8329,7409,7087,45
"Köprübaşı",1999,54,7942,7635,7230,45
"Köprübaşı",1995,47,7768,7317,7128,45
"Köprübaşı",1991,46,8126,7714,7474,45
"Kula",2011,151,34358,32130,31137,45
"Kula",2007,137,32534,30493,29715,45
"Kula",2002,146,32667,29969,28755,45
"Kula",1999,188,31880,30438,29008,45
"Kula",1995,124,30491,28365,27669,45
"Kula",1991,106,27093,25346,24542,45
"Salihli",2011,451,116143,105585,103364,45
"Salihli",2007,369,104855,95097,92936,45
"Salihli",2002,408,99981,88532,85282,45
"Salihli",1999,550,96695,88780,84474,45
"Salihli",1995,356,88597,82483,80012,45
"Salihli",1991,274,78948,73655,71837,45
"Sarıgöl",2011,115,28037,26389,25623,45
"Sarıgöl",2007,89,26162,24799,24052,45
"Sarıgöl",2002,104,26518,23783,22470,45
"Sarıgöl",1999,101,25120,23440,22384,45
"Sarıgöl",1995,91,24128,22653,21833,45
"Sarıgöl",1991,78,22650,21026,20281,45
"Saruhanlı",2011,172,41265,38525,37558,45
"Saruhanlı",2007,150,42073,39296,38420,45
"Saruhanlı",2002,192,46506,39635,38352,45
"Saruhanlı",1999,260,44783,41269,39452,45
"Saruhanlı",1995,181,42244,38509,37488,45
"Saruhanlı",1991,135,41740,37707,36764,45
"Selendi",2011,94,16962,15574,15226,45
"Selendi",2007,80,17154,15690,15373,45
"Selendi",2002,92,17895,15320,14866,45
"Selendi",1999,103,17739,16720,16099,45
"Selendi",1995,86,17135,16051,15637,45
"Selendi",1991,66,15708,14765,14232,45
"Soma",2011,298,73684,67808,66476,45
"Soma",2007,239,62940,56986,55302,45
"Soma",2002,262,60782,53439,51487,45
"Soma",1999,317,55811,51729,49418,45
"Soma",1995,268,52507,48579,47222,45
"Soma",1991,167,44722,40599,39345,45
"Turgutlu",2011,374,100985,90829,88973,45
"Turgutlu",2007,280,83440,73403,71886,45
"Turgutlu",2002,323,80955,68780,66246,45
"Turgutlu",1999,405,73815,66501,62917,45
"Turgutlu",1995,242,67573,60859,58689,45
"Turgutlu",1991,191,60148,53306,51628,45
"Merkez",2011,1228,326933,295267,292049,46
"Merkez",2007,917,272980,231194,227918,46
"Merkez",2002,906,235217,184184,181388,46
"Merkez",1999,1156,212633,181515,174364,46
"Merkez",1995,706,188640,161587,157495,46
"Merkez",1991,518,154439,131349,127532,46
"Afşin",2011,236,54434,45515,44700,46
"Afşin",2007,220,54783,42859,42126,46
"Afşin",2002,243,56790,39738,38968,46
"Afşin",1999,283,53061,45212,43792,46
"Afşin",1995,188,49062,36562,35877,46
"Afşin",1991,153,47250,34731,33904,46
"Andırın",2011,132,26949,23074,22567,46
"Andırın",2007,102,26435,22554,22233,46
"Andırın",2002,135,27461,21312,20823,46
"Andırın",1999,160,26094,23410,22672,46
"Andırın",1995,113,25475,21139,20726,46
"Andırın",1991,102,25086,20941,20271,46
"Çağlayancerit",2011,67,17280,13493,13277,46
"Çağlayancerit",2007,55,15279,13029,12814,46
"Çağlayancerit",2002,68,16746,12016,11760,46
"Çağlayancerit",1999,86,15802,14206,13566,46
"Çağlayancerit",1995,56,13668,11527,11270,46
"Çağlayancerit",1991,43,11780,9626,9283,46
"Ekinözü",2011,41,9394,8025,7893,46
"Ekinözü",2007,37,9891,8161,8064,46
"Ekinözü",2002,46,9087,7337,7151,46
"Ekinözü",1999,46,8572,7823,7531,46
"Ekinözü",1995,38,8566,7176,7015,46
"Ekinözü",1991,34,9457,7927,7720,46
"Elbistan",2011,366,87833,72664,71640,46
"Elbistan",2007,271,69517,53939,53217,46
"Elbistan",2002,254,64721,48548,47578,46
"Elbistan",1999,346,60308,50256,48291,46
"Elbistan",1995,227,54443,43973,43006,46
"Elbistan",1991,175,49141,38392,37539,46
"Göksun",2011,174,36398,30137,29571,46
"Göksun",2007,147,36473,28779,28328,46
"Göksun",2002,173,39535,26087,25381,46
"Göksun",1999,207,37038,32224,30920,46
"Göksun",1995,145,32682,24523,23910,46
"Göksun",1991,112,31589,23943,23280,46
"Nurhak",2011,46,10098,7552,7424,46
"Nurhak",2007,40,10100,7680,7532,46
"Nurhak",2002,48,12326,7022,6852,46
"Nurhak",1999,57,10091,8397,8018,46
"Nurhak",1995,32,8226,6483,6321,46
"Nurhak",1991,24,7098,5710,5526,46
"Pazarcık",2011,214,48228,38877,38160,46
"Pazarcık",2007,173,43002,34217,33636,46
"Pazarcık",2002,212,43037,32814,32024,46
"Pazarcık",1999,248,40995,36373,34973,46
"Pazarcık",1995,184,38961,32294,31512,46
"Pazarcık",1991,162,42470,32708,32152,46
"Türkoğlu",2011,163,39032,34781,34307,46
"Türkoğlu",2007,131,35514,31118,30652,46
"Türkoğlu",2002,147,36655,28810,28202,46
"Türkoğlu",1999,193,35381,31735,30289,46
"Türkoğlu",1995,122,31806,27219,26603,46
"Türkoğlu",1991,92,28185,23700,23065,46
"Merkez",2011,305,73420,65091,63540,47
"Merkez",2007,245,64132,47387,46177,47
"Merkez",2002,248,59496,44379,42532,47
"Merkez",1999,275,49918,41030,38335,47
"Merkez",1995,171,43403,34515,32991,47
"Merkez",1991,140,35093,27999,26856,47
"Dargeçit",2011,71,14213,10756,10452,47
"Dargeçit",2007,65,12661,8294,8023,47
"Dargeçit",2002,53,11087,6927,6597,47
"Dargeçit",1999,66,10579,8892,8100,47
"Dargeçit",1995,45,8884,5965,5631,47
"Dargeçit",1991,56,10745,7361,6793,47
"Derik",2011,140,29244,25917,25605,47
"Derik",2007,114,25127,21577,21387,47
"Derik",2002,137,24893,21426,20968,47
"Derik",1999,136,22530,20257,19522,47
"Derik",1995,100,19651,17265,16809,47
"Derik",1991,93,20644,19112,18898,47
"Kızıltepe",2011,488,113862,98853,97241,47
"Kızıltepe",2007,326,75115,67890,66860,47
"Kızıltepe",2002,371,84429,69259,68146,47
"Kızıltepe",1999,406,75147,65178,62961,47
"Kızıltepe",1995,241,53400,45969,44907,47
"Kızıltepe",1991,204,45702,41401,40719,47
"Mazıdağı",2011,89,17196,13860,13428,47
"Mazıdağı",2007,78,15343,12068,11771,47
"Mazıdağı",2002,93,14573,10177,9688,47
"Mazıdağı",1999,93,13103,10791,9939,47
"Mazıdağı",1995,73,10938,9421,8932,47
"Mazıdağı",1991,67,12258,11272,10812,47
"Midyat",2011,246,57871,41032,40028,47
"Midyat",2007,195,49252,31292,30594,47
"Midyat",2002,189,45672,27910,26872,47
"Midyat",1999,242,43077,34581,32613,47
"Midyat",1995,140,33860,24114,22718,47
"Midyat",1991,123,32509,23045,22157,47
"Nusaybin",2011,254,60065,45861,44972,47
"Nusaybin",2007,173,40983,30591,30053,47
"Nusaybin",2002,182,42362,29736,28700,47
"Nusaybin",1999,190,35600,29517,27849,47
"Nusaybin",1995,118,27572,21340,20046,47
"Nusaybin",1991,133,28614,21772,21009,47
"Ömerli",2011,60,8345,6935,6726,47
"Ömerli",2007,55,7534,6149,5981,47
"Ömerli",2002,54,7427,5666,5320,47
"Ömerli",1999,44,5859,5181,4867,47
"Ömerli",1995,39,6209,4920,4653,47
"Ömerli",1991,49,8441,7320,7139,47
"Savur",2011,74,15061,12487,12199,47
"Savur",2007,65,13664,11330,11030,47
"Savur",2002,73,14504,10813,10184,47
"Savur",1999,70,12576,10921,10335,47
"Savur",1995,47,10395,8371,7920,47
"Savur",1991,64,14929,11604,11274,47
"Yeşilli",2011,36,8357,6828,6763,47
"Yeşilli",2007,35,8211,7517,7456,47
"Yeşilli",2002,32,7679,5543,5432,47
"Yeşilli",1999,37,6488,5123,5014,47
"Yeşilli",1995,21,5507,4595,4511,47
"Yeşilli",1991,37,8384,6668,6462,47
"Merkez",2011,275,70696,64108,62579,48
"Merkez",2007,216,61784,56127,55098,48
"Merkez",2002,244,60133,52262,50732,48
"Merkez",1999,284,55139,50829,48536,48
"Merkez",1995,210,52579,47992,46867,48
"Merkez",1991,152,46386,42026,40928,48
"Bodrum",2011,343,92921,79322,77412,48
"Bodrum",2007,241,72113,59276,57995,48
"Bodrum",2002,222,60331,42765,41410,48
"Bodrum",1999,250,53508,43282,41491,48
"Bodrum",1995,169,41652,32903,32354,48
"Bodrum",1991,106,31235,25822,25046,48
"Dalaman",2011,96,24426,21686,21191,48
"Dalaman",2007,74,20495,17679,17321,48
"Dalaman",2002,92,19972,16421,15807,48
"Dalaman",1999,91,18424,16590,15974,48
"Dalaman",1995,71,17025,15255,14963,48
"Dalaman",1991,60,15335,13463,13125,48
"Datça",2011,50,12880,11293,11061,48
"Datça",2007,39,11319,9990,9829,48
"Datça",2002,42,10025,8071,7837,48
"Datça",1999,45,9266,8164,7840,48
"Datça",1995,33,8379,7014,6874,48
"Datça",1991,30,8843,6450,6286,48
"Fethiye",2011,516,134434,117288,114487,48
"Fethiye",2007,396,115797,98230,96083,48
"Fethiye",2002,408,104985,87328,84807,48
"Fethiye",1999,550,98509,89558,86123,48
"Fethiye",1995,363,86412,78920,77071,48
"Fethiye",1991,278,74850,68561,66621,48
"Kavaklıdere",2011,36,8118,7468,7180,48
"Kavaklıdere",2007,33,8387,7588,7368,48
"Kavaklıdere",2002,36,8481,7395,7073,48
"Kavaklıdere",1999,48,8343,7751,7380,48
"Kavaklıdere",1995,32,7517,7008,6812,48
"Kavaklıdere",1991,23,6736,6197,6001,48
"Köyceğiz",2011,99,23952,21160,20550,48
"Köyceğiz",2007,77,21467,19527,19058,48
"Köyceğiz",2002,83,19589,17761,16995,48
"Köyceğiz",1999,101,18507,17385,16460,48
"Köyceğiz",1995,72,17159,15953,15561,48
"Köyceğiz",1991,52,15288,13809,13423,48
"Marmaris",2011,204,56620,46866,45779,48
"Marmaris",2007,152,46240,36657,35878,48
"Marmaris",2002,152,41894,29604,28663,48
"Marmaris",1999,194,37403,30257,29103,48
"Marmaris",1995,104,21415,21428,21063,48
"Marmaris",1991,63,20220,16242,15914,48
"Milas",2011,394,95730,86753,84487,48
"Milas",2007,311,88022,78755,77043,48
"Milas",2002,341,80992,71411,68977,48
"Milas",1999,450,75337,70272,67144,48
"Milas",1995,300,70910,64264,62958,48
"Milas",1991,261,68401,60059,58370,48
"Ortaca",2011,119,31210,27741,26997,48
"Ortaca",2007,87,25973,23355,22878,48
"Ortaca",2002,84,23882,20944,20207,48
"Ortaca",1999,110,21807,20208,19424,48
"Ortaca",1995,71,19403,17600,17145,48
"Ortaca",1991,49,15326,13874,13539,48
"Ula",2011,78,18423,16797,16315,48
"Ula",2007,66,17204,15797,15287,48
"Ula",2002,71,16083,14592,13902,48
"Ula",1999,81,15359,14500,13870,48
"Ula",1995,63,14040,13111,12783,48
"Ula",1991,45,12633,11835,11427,48
"Yatağan",2011,151,35033,32392,31479,48
"Yatağan",2007,118,33021,30707,30070,48
"Yatağan",2002,133,31975,29288,28148,48
"Yatağan",1999,165,30170,28434,27068,48
"Yatağan",1995,120,29036,27354,26766,48
"Yatağan",1991,93,27213,25050,24411,48
"Merkez",2011,386,93961,78581,76369,49
"Merkez",2007,288,75412,59339,57846,49
"Merkez",2002,310,68285,54131,52012,49
"Merkez",1999,304,59084,48781,44576,49
"Merkez",1995,238,58441,46648,44366,49
"Merkez",1991,210,55531,44025,42585,49
"Bulanık",2011,196,42114,31919,31327,49
"Bulanık",2007,147,37495,28175,27627,49
"Bulanık",2002,165,36068,28222,27256,49
"Bulanık",1999,198,34147,26312,24722,49
"Bulanık",1995,134,28251,22922,22227,49
"Bulanık",1991,105,27489,22645,22183,49
"Hasköy",2011,62,14696,13734,13569,49
"Hasköy",2007,46,11974,11068,10906,49
"Hasköy",2002,47,10511,9261,9137,49
"Hasköy",1999,56,9884,8277,8028,49
"Hasköy",1995,46,10275,9749,9665,49
"Hasköy",1991,31,8004,7648,7528,49
"Korkut",2011,65,13595,11574,11337,49
"Korkut",2007,54,11745,10082,9877,49
"Korkut",2002,64,10607,9313,9065,49
"Korkut",1999,63,9808,8455,7884,49
"Korkut",1995,44,8257,7481,7254,49
"Korkut",1991,38,8974,8422,8322,49
"Malazgirt",2011,148,29616,22804,22305,49
"Malazgirt",2007,125,25953,19771,19396,49
"Malazgirt",2002,130,25217,19511,18727,49
"Malazgirt",1999,137,23700,19824,18627,49
"Malazgirt",1995,112,20330,15783,15296,49
"Malazgirt",1991,99,19957,16432,16139,49
"Varto",2011,126,20300,16566,16217,49
"Varto",2007,116,18563,14795,14482,49
"Varto",2002,120,17397,13435,12873,49
"Varto",1999,126,15823,13214,12404,49
"Varto",1995,114,15551,11913,11172,49
"Varto",1991,103,18859,14336,13783,49
"Merkez",2011,299,79765,71979,70706,50
"Merkez",2007,230,65719,58887,57660,50
"Merkez",2002,244,62015,53759,52400,50
"Merkez",1999,299,55852,51055,48741,50
"Merkez",1995,209,52316,46632,45252,50
"Merkez",1991,176,44826,41092,40095,50
"Acıgöl",2011,56,13043,11266,10946,50
"Acıgöl",2007,50,13642,11291,11043,50
"Acıgöl",2002,58,13815,10866,10516,50
"Acıgöl",1999,68,13448,12435,11797,50
"Acıgöl",1995,53,13349,10638,10211,50
"Acıgöl",1991,40,10699,9716,9306,50
"Avanos",2011,113,26026,21941,21443,50
"Avanos",2007,100,25906,21933,21497,50
"Avanos",2002,108,25081,19896,19214,50
"Avanos",1999,130,23705,21194,20032,50
"Avanos",1995,91,21848,18382,17826,50
"Avanos",1991,77,19096,17141,16665,50
"Derinkuyu",2011,54,13917,11947,11716,50
"Derinkuyu",2007,48,13613,11432,11251,50
"Derinkuyu",2002,54,13598,10621,10349,50
"Derinkuyu",1999,67,13501,12371,11796,50
"Derinkuyu",1995,46,12004,9865,9619,50
"Derinkuyu",1991,37,9411,8592,8259,50
"Gülşehir",2011,81,17359,14859,14437,50
"Gülşehir",2007,76,19006,16236,15887,50
"Gülşehir",2002,90,18977,15375,14786,50
"Gülşehir",1999,107,19047,17764,16950,50
"Gülşehir",1995,78,17995,15736,15141,50
"Gülşehir",1991,65,15143,13731,13201,50
"Hacıbektaş",2011,52,9533,8505,8297,50
"Hacıbektaş",2007,51,11239,9607,9393,50
"Hacıbektaş",2002,62,11612,9200,8947,50
"Hacıbektaş",1999,68,11430,10293,9889,50
"Hacıbektaş",1995,54,10381,8940,8699,50
"Hacıbektaş",1991,50,10303,9390,9141,50
"Kozaklı",2011,65,11503,9706,9470,50
"Kozaklı",2007,62,13560,11480,11213,50
"Kozaklı",2002,81,14187,11163,10851,50
"Kozaklı",1999,92,14712,13548,12973,50
"Kozaklı",1995,70,14596,12126,11780,50
"Kozaklı",1991,60,13221,12211,11807,50
"Ürgüp",2011,111,25708,22943,22545,50
"Ürgüp",2007,99,24135,21955,21530,50
"Ürgüp",2002,109,24035,20741,20027,50
"Ürgüp",1999,133,22332,20925,19983,50
"Ürgüp",1995,95,21700,19658,19082,50
"Ürgüp",1991,86,20149,18602,18104,50
"Merkez",2011,483,125829,109862,107561,51
"Merkez",2007,395,112367,92557,90730,51
"Merkez",2002,447,110652,83454,81156,51
"Merkez",1999,516,102158,90482,86395,51
"Merkez",1995,337,89974,73294,70823,51
"Merkez",1991,242,66082,60023,57885,51
"Altunhisar",2011,43,9362,7098,6805,51
"Altunhisar",2007,46,11376,8208,7937,51
"Altunhisar",2002,63,12732,7891,7549,51
"Altunhisar",1999,66,13101,11926,10889,51
