"ilce","yil","sandik","secmen","oykullanan","gecerlioy","il"
"Merkez",1991,449,99566,95486,93423,19
"Alaca",2011,169,26958,24016,23682,19
"Alaca",2007,158,28786,25067,24739,19
"Alaca",2002,173,29834,24098,23685,19
"Alaca",1999,198,29633,26610,25594,19
"Alaca",1995,164,29356,25697,24997,19
"Alaca",1991,158,27940,26109,25298,19
"Bayat",2011,90,16129,14248,13935,19
"Bayat",2007,85,18967,16517,16289,19
"Bayat",2002,96,19661,16104,15727,19
"Bayat",1999,110,19451,17947,17287,19
"Bayat",1995,83,19156,16757,16393,19
"Bayat",1991,68,16119,14867,14326,19
"Boğazkale",2011,24,3547,3090,3042,19
"Boğazkale",2007,26,4759,3891,3804,19
"Boğazkale",2002,32,5333,4226,4104,19
"Boğazkale",1999,34,5675,5250,4953,19
"Boğazkale",1995,26,5117,4397,4242,19
"Boğazkale",1991,25,4523,4222,4090,19
"Dodurga",2011,29,5667,5192,5046,19
"Dodurga",2007,31,6735,6009,5859,19
"Dodurga",2002,36,7659,6615,6411,19
"Dodurga",1999,46,7731,7350,6987,19
"Dodurga",1995,34,8142,7519,7266,19
"Dodurga",1991,33,7810,7480,7276,19
"İskilip",2011,149,28767,25773,25142,19
"İskilip",2007,129,29961,26918,26486,19
"İskilip",2002,159,31474,27253,26560,19
"İskilip",1999,191,31451,28755,27422,19
"İskilip",1995,141,30981,27738,26535,19
"İskilip",1991,123,27598,25940,24681,19
"Kargı",2007,89,13207,11772,11471,19
"Kargı",2007,92,13779,11870,11623,19
"Kargı",2002,98,14812,12191,11706,19
"Kargı",1999,110,14893,13723,13091,19
"Kargı",1995,93,15264,13167,12446,19
"Kargı",1991,95,15285,14475,13726,19
"Laçin",2011,27,4310,3809,3705,19
"Laçin",2007,32,5847,4986,4875,19
"Laçin",2002,36,6372,5267,5087,19
"Laçin",1999,40,6641,6266,5864,19
"Laçin",1995,30,6019,5333,5068,19
"Laçin",1991,27,5324,5146,4990,19
"Mecitözü",2011,82,13825,12749,12579,19
"Mecitözü",2007,81,16576,14581,14407,19
"Mecitözü",2002,99,18574,15749,15428,19
"Mecitözü",1999,115,18382,17193,16538,19
"Mecitözü",1995,87,18059,16134,15821,19
"Mecitözü",1991,84,16772,16014,15549,19
"Oğuzlar",2011,23,5268,4918,4790,19
"Oğuzlar",2007,23,5703,5241,5144,19
"Oğuzlar",2002,28,6089,5397,5233,19
"Oğuzlar",1999,34,5933,5590,5165,19
"Oğuzlar",1995,27,6366,5858,5605,19
"Oğuzlar",1991,25,5795,5451,5188,19
"Ortaköy",2011,32,6257,5569,5473,19
"Ortaköy",2007,34,7557,6459,6384,19
"Ortaköy",2002,40,8134,6514,6379,19
"Ortaköy",1999,45,8341,7719,7371,19
"Ortaköy",1995,35,7555,6827,6696,19
"Ortaköy",1991,30,6423,5965,5769,19
"Osmancık",2011,167,32560,29354,28772,19
"Osmancık",2007,151,31786,28140,27713,19
"Osmancık",2002,169,32565,27791,27105,19
"Osmancık",1999,191,31598,28940,27637,19
"Osmancık",1995,154,30845,27623,26674,19
"Osmancık",1991,144,28323,26704,25633,19
"Sungurlu",2011,221,41410,36137,35591,19
"Sungurlu",2007,215,45212,37476,36871,19
"Sungurlu",2002,256,48203,37150,36339,19
"Sungurlu",1999,293,49671,45254,43270,19
"Sungurlu",1995,213,44814,38053,36919,19
"Sungurlu",1991,185,37045,34574,33372,19
"Uğurludağ",2011,30,4868,4231,4153,19
"Uğurludağ",2007,32,6708,5292,5222,19
"Uğurludağ",2002,43,7951,6180,6020,19
"Uğurludağ",1999,51,8460,7636,7385,19
"Uğurludağ",1995,34,7085,6097,5839,19
"Uğurludağ",1991,47,9367,8012,7695,19
"Merkez",2011,1315,373152,339615,332533,20
"Merkez",2007,933,282731,251902,245232,20
"Merkez",2002,890,247483,206257,196431,20
"Merkez",1999,1112,226386,203300,194135,20
"Merkez",1995,624,195205,173204,169056,20
"Merkez",1991,436,146732,129580,125498,20
"Acıpayam",2011,173,42841,38759,37385,20
"Acıpayam",2007,150,39598,36907,35757,20
"Acıpayam",2002,180,43933,37695,35886,20
"Acıpayam",1999,249,43859,40970,38832,20
"Acıpayam",1995,168,40918,36948,35756,20
"Acıpayam",1991,131,39822,34533,33059,20
"Akköy",2011,17,3994,3658,3565,20
"Akköy",2007,18,4090,3494,3412,20
"Akköy",2002,21,4006,3401,3212,20
"Akköy",1999,24,3886,3634,3432,20
"Akköy",1995,16,3399,3093,3005,20
"Akköy",1991,21,5696,5004,4805,20
"Babadağ",2011,29,5436,5119,4969,20
"Babadağ",2007,26,5652,5335,5195,20
"Babadağ",2002,25,5537,5178,4925,20
"Babadağ",1999,33,5441,5145,4842,20
"Babadağ",1995,25,5490,5097,4978,20
"Babadağ",1991,20,4971,4725,4477,20
"Baklan",2011,22,4747,4323,4142,20
"Baklan",2007,19,5191,4702,4546,20
"Baklan",2002,25,5747,5115,4754,20
"Baklan",1999,30,5693,5429,5102,20
"Baklan",1995,19,5504,5087,4892,20
"Baklan",1991,23,6743,6100,5851,20
"Bekilli",2011,27,6380,5851,5659,20
"Bekilli",2007,25,6769,6134,5911,20
"Bekilli",2002,34,8111,6942,6460,20
"Bekilli",1999,42,8149,7595,7186,20
"Bekilli",1995,32,8367,7652,7322,20
"Bekilli",1991,32,8585,7858,7542,20
"Beyağaç",2011,26,5378,4929,4723,20
"Beyağaç",2007,22,5444,4928,4762,20
"Beyağaç",2002,26,5578,4608,4402,20
"Beyağaç",1999,32,5395,5012,4779,20
"Beyağaç",1995,21,5168,4791,4664,20
"Beyağaç",1991,18,5197,4687,4532,20
"Bozkurt",2011,40,8771,8038,7780,20
"Bozkurt",2007,36,8247,7807,7505,20
"Bozkurt",2002,40,8630,7413,6852,20
"Bozkurt",1999,47,8407,7860,7381,20
"Bozkurt",1995,34,7825,7191,6921,20
"Bozkurt",1991,29,7604,6643,6427,20
"Buldan",2011,90,20561,19040,18467,20
"Buldan",2007,77,20002,18331,17801,20
"Buldan",2002,87,19135,17632,16579,20
"Buldan",1999,106,18501,17609,16659,20
"Buldan",1995,82,17571,16393,15759,20
"Buldan",1991,67,16635,15467,14881,20
"Çal",2011,81,17223,16039,15487,20
"Çal",2007,83,20576,18203,17623,20
"Çal",2002,89,21115,18207,17222,20
"Çal",1999,113,21300,19972,18747,20
"Çal",1995,83,20111,18504,17855,20
"Çal",1991,72,20540,18409,17692,20
"Çameli",2011,64,15142,13487,12998,20
"Çameli",2007,53,14794,13722,13286,20
"Çameli",2002,73,15376,13323,12740,20
"Çameli",1999,80,14917,14112,13463,20
"Çameli",1995,56,14878,13832,13436,20
"Çameli",1991,53,14247,12749,12282,20
"Çardak",2011,30,7010,6396,6157,20
"Çardak",2007,27,6318,5994,5725,20
"Çardak",2002,33,7203,6142,5641,20
"Çardak",1999,44,7178,6755,6425,20
"Çardak",1995,28,6334,5779,5579,20
"Çardak",1991,25,6412,5444,5170,20
"Çivril",2011,205,45490,41578,40028,20
"Çivril",2007,175,41047,37853,36420,20
"Çivril",2002,230,40986,36335,33662,20
"Çivril",1999,230,40792,37988,35624,20
"Çivril",1995,182,38849,35608,34304,20
"Çivril",1991,138,36332,32687,30914,20
"Güney",2011,45,8889,8235,7900,20
"Güney",2007,42,9920,9208,8870,20
"Güney",2002,43,10526,9472,8611,20
"Güney",1999,60,10474,9787,9143,20
"Güney",1995,40,10291,9501,9161,20
"Güney",1991,40,9917,9008,8552,20
"Honaz",2011,81,20514,18686,18172,20
"Honaz",2007,70,19122,16945,16207,20
"Honaz",2002,66,16281,14558,13602,20
"Honaz",1999,88,15543,14693,13905,20
"Honaz",1995,58,13835,12808,12351,20
"Honaz",1991,54,13106,11998,11482,20
"Kale",2011,68,15392,14000,13602,20
"Kale",2007,61,14948,13862,13547,20
"Kale",2002,59,14473,12602,12095,20
"Kale",1999,71,13986,13237,12467,20
"Kale",1995,59,13338,12513,12158,20
"Kale",1991,44,11957,10787,10356,20
"Sarayköy",2011,117,22024,20304,19798,20
"Sarayköy",2007,93,21280,19493,18963,20
"Sarayköy",2002,87,20324,18204,16972,20
"Sarayköy",1999,108,19241,18056,17039,20
"Sarayköy",1995,74,18102,16962,16563,20
"Sarayköy",1991,66,17057,15743,15076,20
"Serinhisar",2011,43,11042,10296,9946,20
"Serinhisar",2007,38,10152,9582,9288,20
"Serinhisar",2002,43,11745,10394,9894,20
"Serinhisar",1999,60,11649,10703,9938,20
"Serinhisar",1995,36,10558,9314,8988,20
"Serinhisar",1991,36,10518,9344,8939,20
"Tavas",2011,162,38391,34426,33477,20
"Tavas",2007,151,40296,37035,35962,20
"Tavas",2002,169,41034,36328,34715,20
"Tavas",1999,238,40296,38024,36450,20
"Tavas",1995,158,38600,35346,34361,20
"Tavas",1991,120,36747,32871,31690,20
"Merkez",2007,1305,381402,252599,245291,21
"Merkez",2002,1233,342116,237153,229453,21
"Merkez",1999,1721,303234,229287,218366,21
"Merkez",1995,885,242450,177546,171785,21
"Merkez",1991,643,176121,128220,121255,21
"Bağlar",2011,703,200593,161454,154712,21
"Bismil",2011,272,58245,49074,47791,21
"Bismil",2007,214,47531,38194,37262,21
"Bismil",2002,231,46948,35444,34084,21
"Bismil",1999,243,41037,34537,31979,21
"Bismil",1995,176,34036,26830,25780,21
"Bismil",1991,146,30921,25188,24571,21
"Çermik",2011,140,27614,20508,19695,21
"Çermik",2007,120,23610,17267,16716,21
"Çermik",2002,121,20616,14673,13894,21
"Çermik",1999,124,19997,17154,15418,21
"Çermik",1995,107,17553,13995,13334,21
"Çermik",1991,94,18997,14151,13309,21
"Çınar",2011,159,30880,24386,23749,21
"Çınar",2007,124,27020,21238,20723,21
"Çınar",2002,130,23185,18633,17685,21
"Çınar",1999,134,21870,19928,18697,21
"Çınar",1995,109,16890,15093,14438,21
"Çınar",1991,92,16001,13706,13185,21
"Çüngüş",2011,56,8706,6452,6013,21
"Çüngüş",2007,46,7729,6033,5786,21
"Çüngüş",2002,47,7421,5705,5317,21
"Çüngüş",1999,47,7389,6387,5789,21
"Çüngüş",1995,47,7379,5944,5520,21
"Çüngüş",1991,45,8490,6178,5741,21
"Dicle",2011,100,21811,16990,16105,21
"Dicle",2007,86,24046,17774,17158,21
"Dicle",2002,84,19418,13693,12896,21
"Dicle",1999,102,17020,13845,12583,21
"Dicle",1995,64,13233,11552,10893,21
"Dicle",1991,58,14133,11585,10747,21
"Eğil",2011,57,12968,10130,9686,21
"Eğil",2007,47,11719,9400,9149,21
"Eğil",2002,49,10379,8477,8020,21
"Eğil",1999,56,10034,9195,8593,21
"Eğil",1995,48,8872,7713,7245,21
"Eğil",1991,37,9075,7994,7663,21
"Ergani",2011,273,65851,52147,49456,21
"Ergani",2007,186,50857,39203,37846,21
"Ergani",2002,216,47748,34793,32987,21
"Ergani",1999,267,44586,36003,32338,21
"Ergani",1995,171,38513,30307,28372,21
"Ergani",1991,147,39006,30635,28157,21
"Hani",2011,67,16400,12406,11939,21
"Hani",2007,53,14246,11331,11012,21
"Hani",2002,52,12234,8914,8556,21
"Hani",1999,63,11386,9800,8850,21
"Hani",1995,48,9704,7148,6827,21
"Hani",1991,45,10776,8394,7940,21
"Hazro",2011,50,9181,7472,7250,21
"Hazro",2007,42,9479,7161,6954,21
"Hazro",2002,44,7984,6154,5799,21
"Hazro",1999,42,7000,6130,5706,21
"Hazro",1995,28,4958,3780,3582,21
"Hazro",1991,35,8013,7157,6993,21
"Kayapınar",2011,491,139580,115696,111567,21
"Kocaköy",2011,41,8551,7537,7350,21
"Kocaköy",2007,32,7912,6492,6303,21
"Kocaköy",2002,35,7179,5754,5587,21
"Kocaköy",1999,39,6410,5307,4844,21
"Kocaköy",1995,27,5221,4649,4489,21
"Kocaköy",1991,24,5988,5283,5171,21
"Kulp",2011,101,19818,15368,14886,21
"Kulp",2007,75,14588,11264,10824,21
"Kulp",2002,86,15622,10351,9828,21
"Kulp",1999,95,13888,11580,10795,21
"Kulp",1995,92,13748,9781,9363,21
"Kulp",1991,96,22050,18743,17985,21
"Lice",2011,92,15339,13504,13256,21
"Lice",2007,84,14580,11920,11643,21
"Lice",2002,81,10009,7207,6883,21
"Lice",1999,82,8166,6584,5765,21
"Lice",1995,76,9069,6132,5913,21
"Lice",1991,79,15158,13207,12867,21
"Silvan",2011,194,44079,37338,36248,21
"Silvan",2007,156,40473,29741,29041,21
"Silvan",2002,175,39402,30644,29581,21
"Silvan",1999,200,34870,28464,26732,21
"Silvan",1995,138,28536,22350,21432,21
"Silvan",1991,127,31748,25523,24530,21
"Sur",2011,297,71557,60239,57973,21
"Yenişehir",2011,419,116538,94390,90783,21
"Merkez",2011,423,115745,101367,99750,22
"Merkez",2007,324,96756,81819,80620,22
"Merkez",2002,341,97270,78155,75718,22
"Merkez",1999,493,88674,78857,75618,22
"Merkez",1995,308,86515,74662,73253,22
"Merkez",1991,228,71852,62067,60752,22
"Enez",2011,39,8567,7846,7640,22
"Enez",2007,35,8916,8012,7895,22
"Enez",2002,41,9242,7746,7444,22
"Enez",1999,52,8779,8062,7729,22
"Enez",1995,37,8895,7832,7720,22
"Enez",1991,34,8741,7673,7441,22
"Havsa",2011,67,17026,15623,15268,22
"Havsa",2007,62,18117,16648,16404,22
"Havsa",2002,79,19226,17118,16591,22
"Havsa",1999,90,18292,17234,16547,22
"Havsa",1995,72,18503,17191,16933,22
"Havsa",1991,64,18376,16984,16602,22
"İpsala",2011,100,23301,21398,20846,22
"İpsala",2007,86,23419,21337,20935,22
"İpsala",2002,99,23635,20633,19787,22
"İpsala",1999,117,22807,21537,20647,22
"İpsala",1995,88,22714,21031,20609,22
"İpsala",1991,81,21785,20671,20164,22
"Keşan",2011,238,58435,52123,51073,22
"Keşan",2007,187,51095,45932,45186,22
"Keşan",2002,201,52654,43615,42103,22
"Keşan",1999,263,48522,43684,41632,22
"Keşan",1995,183,46626,41863,41196,22
"Keşan",1991,146,44562,39698,38628,22
"Lalapaşa",2011,36,5966,5631,5479,22
"Lalapaşa",2007,35,7085,6608,6517,22
"Lalapaşa",2002,35,7402,6625,6445,22
"Lalapaşa",1999,42,7360,6961,6741,22
"Lalapaşa",1995,36,7763,7311,7189,22
"Lalapaşa",1991,34,7558,7121,6906,22
"Meriç",2011,60,13188,11864,11484,22
"Meriç",2007,51,14379,12898,12676,22
"Meriç",2002,66,15235,13291,12751,22
"Meriç",1999,86,15189,14377,13778,22
"Meriç",1995,66,16406,14956,14703,22
"Meriç",1991,60,17285,15937,15589,22
"Süloğlu",2011,25,5758,5302,5194,22
"Süloğlu",2007,23,6634,5844,5764,22
"Süloğlu",2002,27,6707,5694,5524,22
"Süloğlu",1999,35,6360,5759,5601,22
"Süloğlu",1995,25,6589,5959,5848,22
"Süloğlu",1991,23,6790,6130,5986,22
"Uzunköprü",2011,212,52623,47593,46559,22
"Uzunköprü",2007,189,52394,46283,45572,22
"Uzunköprü",2002,223,55145,46542,44847,22
"Uzunköprü",1999,268,52939,49071,46698,22
"Uzunköprü",1995,216,55223,50305,49399,22
"Uzunköprü",1991,193,55112,49140,48019,22
"Merkez",2011,1041,271410,234424,229434,23
"Merkez",2007,838,239034,175193,172498,23
"Merkez",2002,861,225900,162615,155434,23
"Merkez",1999,1076,199890,161076,151535,23
"Merkez",1995,720,183016,148888,144075,23
"Merkez",1991,499,145451,116073,112726,23
"Ağın",2011,25,2290,1972,1933,23
"Ağın",2007,25,2732,2298,2262,23
"Ağın",2002,26,2799,2106,1999,23
"Ağın",1999,26,2651,2321,2209,23
"Ağın",1995,26,2582,2028,1974,23
"Ağın",1991,24,3271,2593,2514,23
"Alacakaya",2011,25,5229,4524,4251,23
"Alacakaya",2007,23,5564,4800,4703,23
"Alacakaya",2002,26,5706,4761,4516,23
"Alacakaya",1999,30,5283,4651,4255,23
"Alacakaya",1995,23,5701,4629,4436,23
"Alacakaya",1991,20,6197,5290,5069,23
"Arıcak",2011,45,9103,7600,7343,23
"Arıcak",2007,40,8985,7883,7762,23
"Arıcak",2002,40,7659,6170,5932,23
"Arıcak",1999,45,7361,6518,5995,23
"Arıcak",1995,39,6753,5360,5175,23
"Arıcak",1991,29,6734,6044,5830,23
"Baskil",2011,82,11133,10091,9969,23
"Baskil",2007,82,14325,12545,12383,23
"Baskil",2002,89,15600,11940,11631,23
"Baskil",1999,100,14943,13419,12694,23
"Baskil",1995,79,13703,11166,10793,23
"Baskil",1991,72,12980,10932,10474,23
"Karakoçan",2011,132,19615,14934,14244,23
"Karakoçan",2007,120,19377,15189,14855,23
"Karakoçan",2002,151,19372,14278,13786,23
"Karakoçan",1999,151,16565,13840,13120,23
"Karakoçan",1995,128,17097,13901,13467,23
"Karakoçan",1991,120,18545,13793,13232,23
"Keban",2011,44,5080,4397,4318,23
"Keban",2007,47,7375,5495,5443,23
"Keban",2002,53,9004,5706,5503,23
"Keban",1999,59,9036,7698,7188,23
"Keban",1995,45,6789,5739,5603,23
"Keban",1991,41,7427,6086,5917,23
"Kovancılar",2011,141,24021,19636,19179,23
"Kovancılar",2007,123,22922,18888,18710,23
"Kovancılar",2002,132,22823,17126,16604,23
"Kovancılar",1999,145,20447,17435,16606,23
"Kovancılar",1995,114,18118,15579,15199,23
"Kovancılar",1991,95,17439,14250,13774,23
"Maden",2011,57,10074,8332,7992,23
"Maden",2007,63,14120,11115,10842,23
"Maden",2002,71,13805,10247,9555,23
"Maden",1999,91,13966,12306,11029,23
"Maden",1995,69,14521,11487,10843,23
"Maden",1991,64,17001,13987,13443,23
"Palu",2011,76,13365,11553,11176,23
"Palu",2007,69,13817,12464,12278,23
"Palu",2002,81,14308,11698,11185,23
"Palu",1999,89,13158,11646,10875,23
"Palu",1995,66,12016,10414,10063,23
"Palu",1991,65,14177,12134,11507,23
"Sivrice",2011,64,6985,5969,5855,23
"Sivrice",2007,65,8375,7110,7007,23
"Sivrice",2002,69,9354,7462,7171,23
"Sivrice",1999,79,8898,8169,7701,23
"Sivrice",1995,65,8858,7338,7089,23
"Sivrice",1991,63,9375,8041,7751,23
"Merkez",2011,399,93636,84128,82935,24
"Merkez",2007,330,83880,72165,71127,24
"Merkez",2002,368,87771,65932,64939,24
"Merkez",1999,451,78432,66382,63930,24
"Merkez",1995,314,76044,62653,60989,24
"Merkez",1991,268,76507,59593,58484,24
"Çayırlı",2011,61,6991,6324,6269,24
"Çayırlı",2007,59,7687,6469,6413,24
"Çayırlı",2002,69,8597,6459,6363,24
"Çayırlı",1999,74,7808,6510,6269,24
"Çayırlı",1995,74,8911,6596,6447,24
"Çayırlı",1991,68,10303,7579,7439,24
"İliç",2011,67,4925,4220,4145,24
"İliç",2007,67,5181,4293,4249,24
"İliç",2002,70,5262,3770,3707,24
"İliç",1999,70,4904,3997,3870,24
"İliç",1995,67,4995,3737,3363,24
"İliç",1991,65,6297,4615,4482,24
"Kemah",2011,87,5571,4952,4884,24
"Kemah",2007,87,6691,5861,5776,24
"Kemah",2002,88,6354,4914,4838,24
"Kemah",1999,92,6053,5052,4933,24
"Kemah",1995,85,6251,4746,4659,24
"Kemah",1991,86,8473,6351,6152,24
"Kemaliye",2011,73,4118,3332,3280,24
"Kemaliye",2007,77,4807,4134,4076,24
"Kemaliye",2002,78,4639,3173,3096,24
"Kemaliye",1999,78,4587,3567,3467,24
"Kemaliye",1995,77,4159,2977,2900,24
"Kemaliye",1991,76,6175,4573,4432,24
"Otlukbeli",2011,16,1743,1556,1528,24
"Otlukbeli",2007,16,2013,1593,1581,24
"Otlukbeli",2002,16,2005,1483,1441,24
"Otlukbeli",1999,18,1884,1657,1589,24
"Otlukbeli",1995,15,2111,1458,1418,24
"Otlukbeli",1991,19,2895,1807,1759,24
"Refahiye",2011,132,7940,6884,6785,24
"Refahiye",2007,132,10062,8476,8382,24
"Refahiye",2002,138,8924,6254,6147,24
"Refahiye",1999,134,8381,6957,6756,24
"Refahiye",1995,134,9333,6531,6433,24
"Refahiye",1991,128,12061,8253,8008,24
"Tercan",2011,111,12576,10461,10350,24
"Tercan",2007,107,13459,10845,10729,24
"Tercan",2002,105,14074,10276,10110,24
"Tercan",1999,112,13405,11254,10897,24
"Tercan",1995,103,13732,10184,9925,24
"Tercan",1991,100,13970,11526,11262,24
"Üzümlü",2011,60,9018,7755,7667,24
"Üzümlü",2007,60,10612,9329,9237,24
"Üzümlü",2002,66,12763,8342,8214,24
"Üzümlü",1999,79,12241,9056,8773,24
"Üzümlü",1995,49,8307,7082,6971,24
"Üzümlü",1991,49,9812,8285,8117,24
"Merkez",2007,718,208345,155131,152866,25
"Merkez",2002,739,201622,140811,137871,25
"Merkez",1999,998,174749,141521,134755,25
"Merkez",1995,578,168861,131900,125648,25
"Merkez",1991,431,142070,106119,103545,25
"Aşkale",2011,105,15976,14223,14064,25
"Aşkale",2007,95,15887,13644,13466,25
"Aşkale",2002,108,18468,14022,13823,25
"Aşkale",1999,124,17362,14837,14337,25
"Aşkale",1995,108,18728,14815,14382,25
"Aşkale",1991,100,20306,15673,15275,25
"Aziziye",2011,157,32335,29148,28827,25
"Çat",2011,74,11791,10139,10051,25
"Çat",2007,69,10962,9736,9594,25
"Çat",2002,75,12550,10149,9980,25
"Çat",1999,73,11884,9879,9353,25
"Çat",1995,66,11105,9239,8938,25
"Çat",1991,59,12093,9535,9186,25
"Hınıs",2011,124,17797,13413,13097,25
"Hınıs",2007,110,14852,11453,11240,25
"Hınıs",2002,117,14617,10947,10661,25
"Hınıs",1999,117,13492,11057,10482,25
"Hınıs",1995,103,13035,9836,9182,25
"Hınıs",1991,106,17169,12059,11595,25
"Horasan",2011,140,24500,20022,19734,25
"Horasan",2007,120,22021,17399,17090,25
"Horasan",2002,137,22212,16465,16057,25
"Horasan",1999,147,21688,18395,17414,25
"Horasan",1995,132,20908,16747,16184,25
"Horasan",1991,123,22297,16352,15766,25
"Ilıca",2007,94,18387,15395,15225,25
"Ilıca",2002,95,17713,14489,14321,25
"Ilıca",1999,111,16874,14794,14279,25
"Ilıca",1995,90,18748,15330,14808,25
"Ilıca",1991,100,22302,18189,17712,25
"İspir",2011,127,12743,11088,10932,25
"İspir",2007,126,15059,13078,12897,25
"İspir",2002,134,15699,11808,11529,25
"İspir",1999,138,14740,12434,11951,25
"İspir",1995,135,16173,12604,12222,25
"İspir",1991,132,19673,14436,13956,25
"Karaçoban",2011,58,12650,9000,8689,25
"Karaçoban",2007,43,10397,7633,7407,25
"Karaçoban",2002,45,9725,7716,7344,25
"Karaçoban",1999,54,9176,8039,7434,25
"Karaçoban",1995,39,8010,6459,6267,25
"Karaçoban",1991,34,7612,6127,5845,25
"Karayazı",2011,109,16371,13287,13108,25
"Karayazı",2007,96,14834,12387,12198,25
"Karayazı",2002,98,13833,11548,11337,25
"Karayazı",1999,105,13052,11245,10811,25
"Karayazı",1995,110,15141,13246,13063,25
"Karayazı",1991,106,18559,15355,14995,25
"Köprüköy",2011,60,10083,8660,8564,25
"Köprüköy",2007,56,9521,8095,8009,25
"Köprüköy",2002,72,9099,7649,7488,25
"Köprüköy",1999,72,8901,7986,7682,25
"Köprüköy",1995,40,6905,5877,5720,25
"Köprüköy",1991,32,6195,5166,4990,25
"Narman",2011,65,10715,9247,9064,25
"Narman",2007,59,10796,9189,9060,25
"Narman",2002,65,11931,9557,9340,25
"Narman",1999,75,11950,10774,10183,25
"Narman",1995,62,11371,9730,9448,25
"Narman",1991,56,11285,9415,8985,25
"Oltu",2011,127,21742,18864,18537,25
"Oltu",2007,116,20587,17678,17439,25
"Oltu",2002,125,23717,18664,18225,25
"Oltu",1999,146,21714,19063,18246,25
"Oltu",1995,121,22688,19259,18621,25
"Oltu",1991,104,21832,18442,17693,25
"Olur",2011,54,6327,5334,5199,25
"Olur",2007,51,6565,5711,5620,25
"Olur",2002,58,8264,6496,6343,25
"Olur",1999,59,7949,6811,6539,25
"Olur",1995,56,8661,7078,6899,25
"Olur",1991,54,10391,7579,7215,25
"Palandöken",2011,368,103186,90106,89104,25
"Pasinler",2011,104,19009,17143,16969,25
"Pasinler",2007,99,19580,16528,16314,25
"Pasinler",2002,107,19878,16150,15894,25
"Pasinler",1999,116,18735,16610,15988,25
"Pasinler",1995,103,18966,15731,15192,25
"Pasinler",1991,92,18868,15857,15340,25
"Pazaryolu",2011,46,3490,2974,2948,25
"Pazaryolu",2007,46,4196,3546,3519,25
"Pazaryolu",2002,46,4445,3269,3199,25
"Pazaryolu",1999,45,4246,3433,3336,25
"Pazaryolu",1995,45,4545,3398,3268,25
"Pazaryolu",1991,43,5590,4146,4011,25
"Şenkaya",2011,101,14765,12724,12547,25
"Şenkaya",2007,93,14869,12881,12752,25
"Şenkaya",2002,103,17206,13968,13722,25
"Şenkaya",1999,114,16494,14591,13978,25
"Şenkaya",1995,100,17320,14893,14625,25
"Şenkaya",1991,94,19175,15292,14624,25
"Tekman",2011,90,15506,12173,11924,25
"Tekman",2007,78,12381,10308,10200,25
"Tekman",2002,98,12946,10532,10293,25
"Tekman",1999,97,12251,10751,9615,25
"Tekman",1995,93,11681,10320,10173,25
"Tekman",1991,86,13242,11045,10770,25
"Tortum",2011,99,15312,13614,13452,25
"Tortum",2007,94,16826,14734,14586,25
"Tortum",2002,102,17945,14216,13983,25
"Tortum",1999,112,17541,15692,15064,25
"Tortum",1995,98,16778,14416,13979,25
"Tortum",1991,81,17392,15311,14761,25
"Uzundere",2011,31,6168,5364,5263,25
"Uzundere",2007,26,6268,5548,5478,25
"Uzundere",2002,36,7025,5790,5681,25
"Uzundere",1999,36,6907,6109,5917,25
"Uzundere",1995,30,6859,5850,5702,25
"Uzundere",1991,26,6984,6035,5800,25
"Yakutiye",2011,419,111070,97654,96422,25
"Merkez",2007,1362,400981,351528,343355,26
"Merkez",2002,1413,382560,329464,309624,26
"Merkez",1999,1748,336032,307027,293315,26
"Merkez",1995,1143,329432,292684,287367,26
"Merkez",1991,915,283012,246686,242082,26
"Alpu",2011,55,9592,8360,8145,26
"Alpu",2007,53,11457,10252,10015,26
"Alpu",2002,57,11167,9875,9457,26
"Alpu",1999,68,11112,10690,10244,26
"Alpu",1995,52,11524,10362,10172,26
"Alpu",1991,47,11935,10642,10390,26
"Beylikova",2011,32,5219,4691,4551,26
"Beylikova",2007,33,6203,5513,5366,26
"Beylikova",2002,36,6531,5828,5511,26
"Beylikova",1999,40,6393,6051,5774,26
"Beylikova",1995,34,6837,6238,6086,26
"Beylikova",1991,29,6381,5625,5448,26
"Çifteler",2011,58,12338,10860,10499,26
"Çifteler",2007,52,12048,10711,10478,26
"Çifteler",2002,58,12373,10847,10345,26
"Çifteler",1999,71,12079,11318,10716,26
"Çifteler",1995,51,12405,11082,10867,26
"Çifteler",1991,46,12830,11167,10900,26
"Günyüzü",2011,31,5277,4808,4684,26
"Günyüzü",2007,35,6722,5924,5824,26
"Günyüzü",2002,38,6992,6194,5991,26
"Günyüzü",1999,45,7300,7024,6735,26
"Günyüzü",1995,35,7162,6408,6217,26
"Günyüzü",1991,31,7359,6678,6482,26
"Han",2011,17,1865,1604,1530,26
"Han",2007,17,2092,1876,1832,26
"Han",2002,18,2427,1994,1898,26
"Han",1999,21,2622,2453,2298,26
"Han",1995,18,2842,2534,2467,26
"Han",1991,17,2858,2514,2398,26
"İnönü",2011,28,5700,5310,5217,26
"İnönü",2007,26,5901,5635,5527,26
"İnönü",2002,30,6198,5768,5583,26
"İnönü",1999,37,6082,5784,5519,26
"İnönü",1995,26,6233,5768,5690,26
"İnönü",1991,26,6657,6148,6022,26
"Mahmudiye",2011,31,6361,5688,5544,26
"Mahmudiye",2007,30,7057,6362,6205,26
"Mahmudiye",2002,34,6921,6197,5855,26
"Mahmudiye",1999,41,6679,6362,6074,26
"Mahmudiye",1995,32,6621,6218,6090,26
"Mahmudiye",1991,29,7190,6552,6408,26
